manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test,Supply_score
סובארו,2009,אימפרזה,3,ידנית,2500,בנזין,פרטית,פרטית,,ירכא,95000.0,16.0,30/01/2022,03/08/2023,['Sti סובארו 300 כוח סוס מקורית ללא תאונות שמורה מאוד טסט חצי שנה צמיגים ןמצבר חדשים.'],שחור,124000,,
סוזוקי,2007,סוזוקי סדן,6,אוטומטית,1300,בנזין,,,None,ריחאניה,43000.0,1.0,17/09/2022,17/09/2022,['None'],None,280,,
סקודה,2013,סקודה אוקטביה (2013),2,אוטומטית,"1,200",בנזין,פרטית,פרטית,יישובי השומרון,עלי זהב,27000.0,3.0,11/06/2023,11/06/2023,"[""רכב שמור מאוד, קילומטרא'ז נמוך, נהג יחיד, טסט לשנה לאחר טיפול שנתי, מחיר מציאה! ניתן לראות את הרכב במרכז או בעלי זהב- לשם""]",שחור,"165,000",,
פולקסווגן,2015,פאסאט,2,אוטומטית,1800,בנזין,פרטית,פרטית,באר שבע והסביבה,דימונה,72000.0,4.0,18/12/2022,20/12/2022,['רכב במצב חדש מתחייב על הכל בבדיקה'],כחול כהה מטאלי,141000,,
פיג'ו,2016,308,2,אוטומטית,1200,בנזין,ליסינג,פרטית,חדרה וישובי עמק חפר,חדרה,25000.0,4.0,07/11/2023,07/11/2023,"['[\'רכב משפחתי מושלם, נסיעה שקטה ונעימה, נהגת יחידה נמכר בעקבות קבלת רכב מהעבודה מחיר 25000 ש""ח - גמיש טסט עד 4/2024 מטופל בקפידה(לא במורשה) הוחלפו 4 צמיגים בארבע חודשים האחרונים תא מטען עצום\']']",כסוף,,,335.0
ניסאן,2020,ניסאן ג'וק JUKE,1,אוטומטית,1500,בנזין,חברה,פרטית,באר שבע והסביבה,באר שבע,75000.0,0.0,22/11/2021,22/11/2021,[nan],לבן,100000,,
מיצובישי,2014,אאוטלנדר,2,אוטומטית,,בנזין,,,ירושלים והסביבה,ירושלים,69000.0,1.0,03/08/2022,03/08/2022,"['רכב נהדר במצב מעולה!גרסה מפוארת 4X4 עם ריפוד עוד מושבים מתכווננים חשמלית עם חימום.נמכר עקב מעבר לרכב מותאם לנכה.(גמיש מעט במחיר במעמד המכירה) פירוט: גג נפתח ,תוספת וו גרירה. (מנשאהאפניים עם לוחית הרישוי במתנה)גגון (ilan&amp;ofer) ']",,200,,
סקודה,2016,סקודה אוקטביה (2016),2,אוטומטית,"1,197",בנזין,,,מודיעין והסביבה,חשמונאים,55000.0,1.0,27/07/2022,27/07/2022,[nan],,,,
סקודה,2017,אוקטביה,2,אוטומטית,1200,בנזין,,,נתניה והסביבה,כפר יונה,66000.0,1.0,44772,44772,"['יד 1 מליסינג ,,מצב מעולה. 145000 ק״מ.']",,145000,,
פולקסווגן,2016,גולף,2,אוטומטית,1400,בנזין,פרטית,פרטית,מושבים בשפלה,קדרון,61000.0,6.0,11/01/2022,11/01/2022,"['למכירה \nפולקסווגן גולף tsi 1400 טורבו.\nעליה לכביש 07/2016\nיד 02 פרטי \n128 ק״מ \nללא תאונות (נהג יחיד)\nאוטו שמור ומטופל ברמה הכי גבוהה שאפשר.\nטסט לחצי שנה.\nהרכב מטופל בזמן כל 10,000 קמ. \nהרכב לאחר יישור קו בצמפיון והחלפת טיימינג. \nמצבר חדש עם אחריות לשלוש שנים. \nדורש 61,000 גמיש במעמד המכירה \nלרציניים בלבד. \n0542266307 אם לא זמין תשאירו הודעה']",אפור מטאלי,128000,,
יונדאי,2017,סונטה,2,אוטומטית,2000,בנזין,ליסינג,פרטית,באר שבע והסביבה,באר שבע,90000.0,0.0,21/11/2021,21/11/2021,['יונדאי סונטה צבע אורגינל שחור\r\nנסע 70 אלף קילו מצב חדש \r\nטסט עד חודש 03/2022'],שחור,70000,,
קיה,2015,פיקנטו,2,אוטומטית,1248,בנזין,,,,"גבעת כ""ח",35000.0,1.0,29/08/2022,29/08/2022,"['נהגת יחידה. טיפולים בזמן, מצ""ב מכני מצויין. טסט עד יולי 2023. נמכר עקב קבלת רכב מהעבודה. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; תוספת של צג מולטימדיה חדש.']",,91800,,20.0
מאזדה,2007,5,1,אוטומטית,1999,בנזין,,,,שריד,19900.0,1.0,31/10/2022,31/10/2022,['רכב שמור ומטופח ללא תאונות.\r טסט עד מאי 2023. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; סטרטר ומצבר חדשים+דיבורית מובנית+חיישני רוורס.'],,200000,,
רנו,2013,רנו פלואנס,3,אוטומטית,1461,דיזל,,,באר שבע והסביבה,קרית גת,45000.0,1.0,05/06/2022,05/06/2022,"['במצב מצויין, גג נפתח ']",,266000,,
יונדאי,2014,i10,2,אוטומטית,1248,בנזין,,,עכו - נהריה,עכו,33000.0,0.0,30/10/2022,30/10/2022,"['הרכב במצב טוב מאוד, מחירון 37']",,118,,
פורד,2008,מוסטנג,1,אוטומטית,4000,בנזין,,,ירושלים והסביבה,ירושלים,84000.0,1.0,29/10/2022,29/10/2022,['שמור בבעלותי 10שנים ללא תאונות התחיבות בבדיקה'],,120000,,
Lexsus,2008,לקסוס GS300,3,אוטומטית,3000,בנזין,פרטית,פרטית,None,זמר,40000.0,5.0,22/09/2022,22/09/2022,"['לקסוס gs300 למכירה \nמנוע 3.0 v6\n250 כ״ס\nרמת גימור פרימיום \n2008\nיד 03\n240k \nמחיר : 40,000\nלפרטים נוספים טלפון : 0509777446\nאוטו שמור מצב מצוין']",אפור מטאלי,240000,None,
פיג'ו,2015,508,3,אוטומטית,1600,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,חיפה,25000.0,5.0,11/09/2023,11/09/2023,"['[""למכירה בהזדמנות (לא מעוניין בהחלפה) 🚗 רכב מנהלי פיגיו 508 (2015) בצבע אפור פלדה יד 3 פרטי, מנוע 1,6, 156 כוח סוס,,190700ק\'\'מ , עם 6 מצלמות!!!  8 חיישנים קדמיים ואחוריים מקוריות!!! יש מערכת mobiline!!!  מראות חשמליות!!!  קיים באוטו מערכת אנדרואיד מקורית (Waze, YouTube )  4 צמיגים חדשים !!! טסט עד04/24 ,לא חסר לו בורג .  מחיר 25.000 ₪  לכל המעוניינים רכב נמצא בחיפה, נא לפנות : 0546410240 ילנה. 058-399-2045 אלדר""]']",אפור מטאלי,190000,,182.0
הונדה,2015,אקורד,1,אוטומטית,2000,היברידי,לא מוגדר,לא מוגדר,רמת גן - גבעתיים,רמת גן,75000.0,1.0,26/10/2022,26/10/2022,['לא נמצא תיאור'],,172000,,
סובארו,2015,XV,2,אוטומטית,2000,בנזין,,,רמת גן - גבעתיים,רמת גן,74850.0,15.0,06/09/2022,06/09/2022,"[""4X4 Premium אוט' 2.0 (150 כ''ס)\r\nרכב בבעלות פרטית שמור היטב \r\n\r\nנא ליצור קשר אחרי 10 בבווקר,\xa0לא בשבת &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; דגם פרימויום כולל תוספות.\r\n\r\n- מערכת מולטימדיה חדשה (הותקנה לפני שבוע)\r\n- מצבר חדש\r\n- טסט עד פברואר 2023\r\n- מערכת אימובילייזר ומובליי לבלימה אוטומאטית ובקרת סטייה מהנתיב""]",,112000,,371.0
קיה,2012,פיקנטו,2,אוטומטית,1250,בנזין,,,מודיעין והסביבה,שוהם,31000.0,1.0,11/05/2022,11/05/2022,"['קאיה פיקנטו ממש חדשה 2012/09 אוטומטית לחלוטין חלונות חשמל נעילה מרכזית חסכוני זריז וממש מוצלח דגם הדגל של פיקנטו EX ללא תאונות יד 02 ""מתקרבים ליומלדת 120 אלף קמ"" עדיין, 119874 ק""מ של הנאות התחיבות מלאה בבדיקה ! מצבר חדש בעלות פרטית לגמרי מצלמת דרך איכותית AUX/BT/USB יש עוד נלווים וכל מיני תוספות ואיבזרים שזה להנאת הקונה החדש לבריאות מושקעת בכל טוב מחנה בחנייה מקורה פיקנטיי שירתה אותנו בהנאה ושלווה ובנחת 5 שנים למרות שזה רכב נדיר הוחלט שעוברים לרכב משפחתי יותר 7 מקומות/גיפ/קרוסאוובר 4 צמיגים חדשים הכל עובד על פי חיישנים בדגם הזה,האורות,הווישירים, טיפול גדול לפני מספר שבועות מצורפת ניירת גמיש לרצינים בלבד ולמי שבאמת מגיע לו כזה רכב ! אני דורש 30 גמיש מעט לריצינים &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; רכב יפייפיה,']",,119874,,4.0
סוזוקי,2019,סוזוקי בלנו,2,אוטומטית,1200,בנזין,,,פתח,פתח,73000.0,1.0,01/10/2022,01/10/2022,['סוזוקי בלנו שנת 2019\r טסט עד אוגוסט 2023\r אצלי מקמ 5000ֶרכב חסכוני מאוד\r אמוביליזר\r קודן\r מצלמת רברס\r רכב שמור ומטופלר רק בסוזוקי פתח תקווה'],None,52000,,
פולקסווגן,2018,גולף,2,אוטומטית,1400,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,89000.0,1.0,15/08/2022,15/08/2022,"['רכב מפנק , מצב חדש , שתי ידים פרטיות, חסכוני וחזק , מתחייב בבדיקה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; קרוז קונטרול אטקטיבי, בלם יד חשמלי, apple car play ועוד']",,61000,,
Lexsus,2008,לקסוס RC,4,אוטומטית,3200,גז,פרטית,פרטית,רמת גן - גבעתיים,בני ברק,60000.0,4.0,20/05/2024,10/06/2024,['None'],לבן,180000,232,
סקודה,2011,סקודה סופרב (2011),3,אוטומטית,"1,800",בנזין,,,באר שבע והסביבה,באר שבע,27000.0,1.0,11/08/2022,11/08/2022,['סקודה סופרב שנת 2011 נפח 1800 טורבו רכב מפנק מרווח טיפולים בזמן מחירון 33 מוכר ב27 אלף לרציניים'],,"26,000",,
פורד,2013,פוקוס,3,אוטומטית,1600,בנזין,פרטית,פרטית,קיסריה והסביבה,אור עקיבא,23000.0,7.0,29/08/2022,02/06/2024,['רכב מטופל מצויאן גלגלי מגנזיום משאך מלטי מדיה מוחר הקב חושר שמוש צמיגם חדשים מכיר 20.000'],אפור עכבר,178000,259,
הונדה,2010,CIVIC,1,אוטומטית,1800,בנזין,,,ירושלים והסביבה,ירושלים,33000.0,1.0,13/05/2022,13/05/2022,['רכב במצב מעולה שמור צמיגים חדשים ומצבר חרש'],,100300,,4314.0
מאזדה,2012,מאזדה 3,3,אוטומטית,2000,בנזין,פרטית,פרטית,קריות,קרית אתא,29900.0,5.0,06/04/2024,07/04/2024,['הרכב במצב חדש שמור ומטופל לפי הספר '],שחור,209,85,4376.0
קיה,2015,פיקנטו,1,אוטומטית,1200,בנזין,,,תל אביב,תל אביב יפו,48000.0,1.0,15/05/2022,15/05/2022,['פיקנטו ספורט 2015 במצב מדהים!! יד ראשונה עם סאנרוף'],,50000,,20.0
סובארו,2008,B4,7,אוטומטית,2500,בנזין,פרטית,פרטית,אשדוד - אשקלון,אשדוד,22000.0,24.0,22/02/2022,21/02/2022,['רכב אמין בלי תקלות מושקע בהרבה כסף רק רצינים יבינו'],שחור,157000,,123.0
יונדאי,2017,איוניק,1,אוטומטית,1600,היבריד,פרטית,פרטית,גליל ועמקים,יובלים,84000.0,6.0,25/10/2023,25/10/2023,['דגם supreme במצב מעולה. טופל קבוע במוסך מורשה. בטיחותי וחסכוני. שומש כרכב שני. גמישות במחיר'],שחור,87000,,
יונדאי,2017,i10,1,אוטומטית,1250,בנזין,,,,תל אבייב,47500.0,1.0,22/07/2022,22/07/2022,[nan],,126600,,
יונדאי,2011,i30CW,4,אוטומטית,"1,600",בנזין,פרטית,פרטית,גליל ועמקים,נצרת עילית,19000.0,7.0,04/09/2023,04/09/2023,"['שמור מאוד, מצב נדיר לשנתון, כולל המון שיפורים, הגה תפור, צמיגים חדישים, מגיני רוח, וו גרירה קבוע, מערכת מולטימדיה, מצלמה וחיישני רוורס, כסאות במצב חדש!']",אפור,"225,000",,
סובארו,2015,XV,2,אוטומטית,1600,בנזין,,,גדרה יבנה והסביבה,יבנה,65000.0,12.0,07/10/2022,07/10/2022,['רכב שמור ומטופל בזמן. טסט עד 04.23\r\nנהגת יחידה'],,,,371.0
ניסאן,2017,ניסאן מיקרה,2,ידנית,1200,בנזין,פרטית,פרטית,כרמיאל והסביבה,כרמיאל,24000.0,0.0,28/05/2024,28/05/2024,"['מיקרה 2017 ידנית במצב חדששששש, יד שניה פרטית, רכב במצב תצוגה, הכל עובד פיקס,רכב חסכוני בטירוף,צמיגים חדשים, טסט לעוד שנה מלאה( סוף פברואר 2025) נעשה טיפול גדול לפני חודש, מתחייב בבדיקה על כל בורג ברכב, מחירון 27200, מבקש 24000']",אפור,180000,262,
הונדה,2011,סיוויק האצ'בק,3,אוטומטית,1800,בנזין,פרטית,פרטית,חדרה וישובי עמק חפר,חדרה,29000.0,4.0,28/08/2023,28/08/2023,"['בס״ד\nהונדה סיווק הצ׳באק 2011🚀\n180,000 קילומטר בלבד\nמנוע 1800\nיד 03 פרטית \nטסט עד 03/24\nאחרי טיפול גדול, שמורה ומטופלת בזמן\nמערכת מולטימדיה ורמקולים במעל 2,000 שח\n140 כ״ס🐎\nרכב אמין מאוד 0 תקלות, לתדלק ולנסוע.\n29,000💸\nגמיש במעמד המכירה🤝🏻\nלפרטים נוספים \n050-555-3949☎️\nלא בשבת🙏🏼']",כחול,180000,,
קיה,2015,פיקנטו,1,אוטומטית,1250,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,43500.0,1.0,20/06/2022,20/06/2022,"['רכב שמור ללא תאונות ,אחרי טיפול וצמיגים, בהזדמנות!']",,57000,,20.0
הונדה,2016,CIVIC,1,אוטומטית,1800,בנזין,,,רמת גן - גבעתיים,רמת גן,60000.0,0.0,11/09/2022,11/09/2022,"['צבע לבן, צמיגים כמעט חדשים במצב מצוין &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמת דרך עם כרטיס הקלטה']",,44000,,2507.0
סוזוקי,2018,סוזוקי קרוסאובר,1,אוטומטית,1374,בנזין,,,רמת,הרצליה,91000.0,1.0,09/05/2022,09/05/2022,"['רכב אמין ,זריז ונוח.רכב משפחתי אידיאלי.']",None,61000,,
קיה,2018,פיקנטו,1,אוטומטית,1400,בנזין,,,נס ציונה - רחובות,רחובות,63700.0,0.0,24/08/2022,24/08/2022,[nan],,12000,,
טויוטה,2013,יאריס,2,אוטומטית,1470,היברידי,,,"ראשל""צ והסביבה",ראשון לציון,42000.0,2.0,14/07/2022,14/07/2022,"['רכב היברידי חיסכוני, במצב מכני מעולה, \r\nשווי הרכב לפי המחירון שלו 53000 זה הדגם המפואר יותר עם נורות הלד\r\nלרציניים בלבד ! מחיר סופי!\r\n לא לבזבז את הזמן בהצעות מגוחכות ! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; \r\nמצלמות רוורס, חיישני רוורס, מסך מולטימדיה, בלוטוס לחיבור נייד אלחוטי. קיים גם מובילאי להנחה בביטוח.']",,167000,,
הונדה,2016,CIVIC,2,אוטומטית,1800,בנזין,,,בקעת אונו,קרית אונו,70000.0,1.0,29/05/2022,29/05/2022,"['הונדה מדהימה ונדירה דגם SPORT DESIGN ! (אין אותו לבחירה פה). 142 כ""ס, ג\'אנטים שחורים, חלונות אחוריים שחורים, דוושות ספורט (מתכת) , חלל פנימי שחור, צמיגים חתך נמוך, הכל מקורי! שמורה מאד, טופלה כל שנותיה רק במוסך הונדה מורשה, היסטורית טיפולים מלאה, כל 4 השנים שהיא אצלי, רק אני נהגתי בה ולא היו בה ילדים.']",,75000,,2507.0
מיצובישי,2012,אאוטלנדר,1,אוטומטית,,בנזין,,,באר שבע והסביבה,דימונה,45500.0,1.0,03/07/2022,03/07/2022,['שמור ומטופל. פירוט: מקים שמשות ודיבורית. '],,,,
